발전원,발전소명,단위용량,대수,용량,준공,형식,연료,"보일러(NSSS)
제작사","터빈(수차)
제작사",발전기 제작사,발전회사,정격전압,용도별,회원,시장,급전,"소재지 및
주요생산품목(상용자가)"
내연력,조도,500,2,1000,1996.10,내연,경유,-,쌍용중공업(Man B&W),효성중공업,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 진도군 조도면
내연력,조도,800,2,1600,2008.5,내연,경유,-,현대중공업(HIMSEN),효성중공업,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 진도군 조도면
내연력,조도,800,1,800,2016.2,내연,경유,-,STX,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 진도군 조도면
내연력,초도,250,3,750,1992.5,내연,경유,-,쌍용 (Niigata),현대,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 여수시 삼산면
내연력,추도,100,2,200,1994.2,내연,경유,-,광양 YANMAR,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,경남 통영시 산양읍
내연력,추도,80,1,80,1994.2,내연,경유,"""""",광양 YANMAR,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,경남 통영시 산양읍
내연력,추자도,500,1,500,1995.12,내연,경유,-,현대중공업(Man B&W),현대중전기,한국전력,"""""",사업용,비회원,시장외,비중앙,제주 제주시 추자면
내연력,추자도,500,1,500,1999.5,내연,경유,-,현대중공업(Man B&W),현대중전기,한국전력,"""""",사업용,비회원,시장외,비중앙,제주 제주시 추자면
내연력,추자도,500,1,500,1999.7,내연,경유,-,쌍용중공업(Man B&W),효성중공업,한국전력,"""""",사업용,비회원,시장외,비중앙,제주 제주시 추자면
내연력,추자도,1000,2,2000,2007.2,내연,경유,-,현대중공업(HIMSEN),효성중공업,한국전력,"""""",사업용,비회원,시장외,비중앙,제주 제주시 추자면
내연력,추자도,1000,2,2000,2012.5,내연,경유,-,현대중공업(HIMSEN),보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,제주 제주시 추자면
내연력,평도,80,3,240,2005.10,내연,경유,-,쌍용 (Niigata),현대,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 여수시 삼산면
내연력,풍도,150,3,450,1996.8,내연,경유,-,쌍용 CUMMINS,현대전기,한국전력,"""""",사업용,비회원,시장외,비중앙,경기 안산시 단원구 풍도동
내연력,호도,200,3,600,1997.7,내연,경유,-,쌍용(CUMMINS),보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,충남 보령시 오천면
내연력,홍도,250,1,250,1993.3,내연,경유,-,쌍용중공업,현대중전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 신안군 흑산면 홍도리
내연력,홍도,500,1,500,2004.11,내연,경유,-,STX,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 신안군 흑산면 홍도리
내연력,홍도,800,2,1600,2010.5,내연,경유,-,STX,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 신안군 흑산면 홍도리
내연력,화도,80,1,80,2002,내연,경유,-,두산중공업,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 고흥군 도양읍
내연력,화도,80,1,80,2007,내연,경유,-,두산중공업,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 고흥군 도양읍
내연력,화도,80,1,80,2010,내연,경유,-,두산중공업,보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 고흥군 도양읍
내연력,흑산도,500,1,500,1994.8,내연,경유,-,현대중공업(Man B&W),현대중전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 신안군 흑산면
내연력,흑산도,750,2,1500,1996.8,내연,경유,-,현대중공업(Man B&W),현대중전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 신안군 흑산면
내연력,흑산도,1000,2,2000,2008.3,내연,경유,-,현대중공업(Man B&W)(HIMSEN),효성중공업 보국전기,한국전력,"""""",사업용,비회원,시장외,비중앙,전남 신안군 흑산면
복합화력,광양#1 ST,153100,2,306200,2006.2,복합,LNG,-,Hitachi,GE,SK E&S㈜,18kV,사업용,정회원,시장,중앙,전남 광양시 금호동
복합화력,광양#1 ST,188400,1,188400,2006.2,복합,LNG,GE,Hitachi,GE,SK E&S㈜,20kV,사업용,정회원,시장,중앙,전남 광양시 금호동
복합화력,광양#2 GT,153100,2,306200,2006.5,복합,LNG,-,Hitachi,GE,SK E&S㈜,18kV,사업용,정회원,시장,중앙,전남 광양시 금호동
복합화력,광양#2 ST,188400,1,188400,2006.5,복합,LNG,GE,Hitachi,GE,SK E&S㈜,20kV,사업용,정회원,시장,중앙,전남 광양시 금호동
복합화력,군산 GT,233300,2,466600,2010.5,복합,LNG,-,MHI,MHI,서부발전㈜,21kV,사업용,정회원,시장,중앙,전북 군산시 경암동
복합화력,군산 ST,251800,1,251800,2010.5,복합,LNG,S&TC,MHI,MHI,서부발전㈜,21kV,사업용,정회원,시장,중앙,전북 군산시 경암동
복합화력,남제주복합 GT,48514,2,97028,2020.11,복합,경유,-,GE,GE,남부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 서귀포시 안덕면
복합화력,남제주복합 ST,49217,1,49217,2020.11,복합,경유,S&TC,두산 SKODA,Brush Electrical Machines,남부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 서귀포시 안덕면
복합화력,당진#1 GT,160960,2,321920,2000.7,복합,LNG,-,Siemens,Siemens,GS EPS㈜,16kV,사업용,준회원,시장,중앙,충남 당진시 송악읍
복합화력,당진#1 ST,178830,1,178830,2001.4,복합,LNG,Siemens,Siemens,Siemens,GS EPS㈜,16kV,사업용,준회원,시장,중앙,충남 당진시 송악읍
복합화력,당진#2 GT,174500,2,349000,2008.3,복합,LNG,-,Siemens,Siemens,GS EPS㈜,15kV,사업용,정회원,시장,중앙,충남 당진시 송악읍
복합화력,당진#2 ST,184000,1,184000,2008.3,복합,LNG,Siemens,Siemens,Siemens,GS EPS㈜,15kV,사업용,정회원,시장,중앙,충남 당진시 송악읍
복합화력,당진#3 GT,250000,1,250000,2013.8,복합,LNG,-,Siemens,Siemens,GS EPS㈜,23kV,사업용,정회원,시장,중앙,충남 당진시 송악읍
복합화력,당진#3 ST,132000,1,132000,2013.8,복합,LNG,Siemens,Siemens,Siemens,GS EPS㈜,23kV,사업용,정회원,시장,중앙,충남 당진시 송악읍
복합화력,당진#4 GT,269800,2,539600,2017.4,복합,LNG,GS엔텍,Siemens,Siemens,GS EPS㈜,19kV,사업용,정회원,시장,중앙,충남 당진시 송악읍
복합화력,당진#4 ST,306400,1,306400,2017.4,복합,LNG,GS엔텍,Siemens,Siemens,GS EPS㈜,19kV,사업용,정회원,시장,중앙,충남 당진시 송악읍
복합화력,대산 GT,93700,4,374800,1997.12,복합,LSWR,-,WH(GT),WH/,씨지앤대산 전력㈜,13kV,사업용,정회원,시장,중앙,충남 서산시 대산읍
복합화력,대산 ST,91000,1,91000,1998.3,복합,LSWR,현대중공업,현대중공업(ST),현대중공업,씨지앤대산 전력㈜,13kV,사업용,정회원,시장,중앙,충남 서산시 대산읍
복합화력,동두천#1 GT,286300,2,572600,2015.3,복합,LNG,-,MHI,MHI,동두천드림파워㈜,20kV,사업용,정회원,시장,중앙,경기 동두천시 지형동
복합화력,동두천#1 ST,285800,1,285800,2015.3,복합,LNG,DHI,MHI,MHI,동두천드림파워㈜,20kV,사업용,정회원,시장,중앙,경기 동두천시 지형동
복합화력,동두천#2 GT,286300,2,572600,2015.1,복합,LNG,-,MHI,MHI,동두천드림파워㈜,20kV,사업용,정회원,시장,중앙,경기 동두천시 지형동
복합화력,동두천#2 ST,285800,1,285800,2015.1,복합,LNG,DHI,MHI,MHI,동두천드림파워㈜,20kV,사업용,정회원,시장,중앙,경기 동두천시 지형동
복합화력,보령#1~3 GT,150000,6,900000,1997.7～8,복합,LNG,-,Alstom,Alstom,중부발전㈜,18kV,사업용,정회원,시장,중앙,충남 보령시 오천면
복합화력,보령#1~3 ST,150000,3,450000,2002.5～8,복합,LNG,한중,Alstom,Alstom,중부발전㈜,18kV,사업용,정회원,시장,중앙,충남 보령시 오천면
복합화력,부산#1 GT,150000,2,300000,2003.5,복합,LNG,-,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산#1 ST,150000,1,150000,2003.5,복합,LNG,두산중공업,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산#2 GT,150000,2,300000,2003.6,복합,LNG,-,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산#2 ST,150000,1,150000,2003.6,복합,LNG,두산중공업,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산#3 GT,150000,2,300000,2004.2,복합,LNG,-,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산#3 ST,150000,1,150000,2004.2,복합,LNG,두산중공업,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산#4 GT,150000,2,300000,2004.3,복합,LNG,-,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산#4 ST,150000,1,150000,2004.3,복합,LNG,두산중공업,두산중공업,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,부산 사하구 감천동
복합화력,부산정관에너지 GT,26650,1,26650,2017.7,복합,LNG,-,-,-,부산정관 에너지,22kV,사업용,정회원,시장,중앙,부산 기장군 정관읍
복합화력,부산정관에너지 ST,19186,1,19186,2017.7,복합,LNG,"""""",-,-,부산정관 에너지,22kV,사업용,정회원,시장,중앙,부산 기장군 정관읍
복합화력,분당#1 GT,77758,2,155516,1992.4,복합,LNG,-,ABB,ABB,남동발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 성남시 분당동
복합화력,분당#1 GT,77758,3,233274,1992.6,복합,LNG,-,ABB,ABB,남동발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 성남시 분당동
복합화력,분당#1 ST,185000,1,185000,1993.9,복합,LNG,ABB-CE,ABB,ABB,남동발전㈜,17kV,사업용,정회원,시장,중앙,경기 성남시 분당동
복합화력,분당#2 GT,77758,3,233274,1995.6,복합,LNG,-,ABB,ABB,남동발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 성남시 분당동
복합화력,분당#2 ST,115000,1,115000,1997.3,복합,LNG,ABB-한중,ABB,ABB,남동발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 성남시 분당동
복합화력,서울복합#1 GT,241298,1,241298,2019.11,복합,LNG,-,두산중공업,두산중공업,중부발전㈜,18kV,사업용,정회원,시장,중앙,서울 마포구 토정로
복합화력,서울복합#1 ST,127875,1,127875,2019.11,복합,LNG,두산중공업,두산중공업,두산중공업,중부발전㈜,16.5kV,사업용,정회원,시장,중앙,서울 마포구 토정로
복합화력,서울복합#2 GT,241298,1,241298,2019.6,복합,LNG,-,두산중공업,두산중공업,중부발전㈜,18kV,사업용,정회원,시장,중앙,서울 마포구 토정로
복합화력,서울복합#2 ST,127875,1,127875,2019.6,복합,LNG,두산중공업,두산중공업,두산중공업,중부발전㈜,16.5kV,사업용,정회원,시장,중앙,서울 마포구 토정로
복합화력,서인천#1~4 GT,150000,1,150000,1992.2,복합,LNG,-,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#1~4 GT,150000,1,150000,1992.3,복합,LNG,-,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#1~4 GT,150000,2,300000,1992.4,복합,LNG,-,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#1~4 ST,75000,2,150000,1992.7,복합,LNG,한중,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#1~4 ST,75000,2,150000,1992.9,복합,LNG,한중,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#5~8 GT,150000,2,300000,1992.5,복합,LNG,-,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#5~8 GT,150000,2,300000,1992.6,복합,LNG,-,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#5~8 ST,75000,2,150000,1992.10,복합,LNG,한중,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,서인천#5~8 ST,75000,2,150000,1992.11,복합,LNG,한중,GE,GE,서부발전㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,"신인천#1,2 GT",150000,4,600000,1996.6,복합,LNG,-,GE,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,"신인천#1,2 ST",150000,2,300000,1997.7,복합,LNG,한중,GE,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,"신인천#3,4 GT",150000,4,600000,1996.6,복합,LNG,-,GE,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,"신인천#3,4 ST",150000,2,300000,1997.7,복합,LNG,한중,GE,GE,남부발전㈜,18kV,사업용,정회원,시장,중앙,인천 서구 경서동
복합화력,신평택 GT,290200,2,580400,2019.10,복합,LNG,-,MHPS,MELCO,신평택 발전(주),20kV,사업용,정회원,시장,중앙,경기 평택시 포승읍
복합화력,신평택 ST,282900,1,282900,2019.10,복합,LNG,GE,MHPS,MELCO,신평택 발전(주),20kV,사업용,정회원,시장,중앙,경기 평택시 포승읍
복합화력,안동 GT,234500,1,234500,2014.3,복합,LNG,-,Siemens,Siemens,남부발전㈜,23kV,사업용,정회원,시장,중앙,경북 안동시 풍산읍
복합화력,안동 ST,127100,1,127100,2014.3,복합,LNG,Siemens,Siemens,Siemens,남부발전㈜,23kV,사업용,정회원,시장,중앙,경북 안동시 풍산읍
복합화력,안산 GT,242900,2,485800,2014.11,복합,LNG,-,Siemens,Siemens,㈜에스파워,19kV,사업용,정회원,시장,중앙,경기 안산시 단원구
복합화력,안산 ST,265400,1,265400,2014.11,복합,LNG,Siemens,Siemens,Siemens,㈜에스파워,19kV,사업용,정회원,시장,중앙,경기 안산시 단원구
복합화력,여주복합 GT,336022,2,672004,2023.07,복합,LNG,Siemens,Siemens,Siemens,여주에너지서비스(주),19.5kV,사업용,정회원,시장,중앙,경기 여주시 북내면
복합화력,여주복합 ST,353356,1,353356,2023.07,복합,LNG,Siemens,Siemens,Siemens,여주에너지서비스(주),19.5kV,사업용,정회원,시장,중앙,경기 여주시 북내면
복합화력,영남파워GT,292000,1,292000,2017.10,복합,LNG,-,MHPS,MELCO,코스포 영남파워㈜,-,사업용,정회원,시장,중앙,울산 남구 장생포로
복합화력,영남파워ST,150800,1,150800,2017.10,복합,LNG,S&TC,MHPS,MELCO,코스포 영남파워㈜,-,사업용,정회원,시장,중앙,울산 남구 장생포로
복합화력,영월 GT,183000,3,549000,2010.10,복합,LNG,-,두산중공업,두산중공업,남부발전㈜,18kV,사업용,정회원,시장,중앙,강원 영월군 영월읍
복합화력,영월 ST,299000,1,299000,2010.10,복합,LNG,두산중공업,두산중공업,두산중공업,남부발전㈜,18kV,사업용,정회원,시장,중앙,강원 영월군 영월읍
복합화력,오성 GT,165680,3,497040,2013.3,복합,LNG,-,GE,GE,평택에너지서비스㈜,18kV,사업용,정회원,시장,중앙,경기 평택시 오성면
복합화력,오성 ST,272790,1,272790,2013.3,복합,LNG,두산중공업,GE,GE,평택에너지서비스㈜,18kV,사업용,정회원,시장,중앙,경기 평택시 오성면
복합화력,울산#1 GT,100000,2,200000,1995.6,복합,LNG,-,WH,WH,동서발전㈜,21kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,울산#1 ST,100000,1,100000,1979.10(1998.7),복합,LNG,삼성중공업,Toshiba,Toshiba,동서발전㈜,21kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,울산#2 GT,150000,2,300000,1996.7,복합,LNG,-,WH,WH,동서발전㈜,21kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,울산#2 ST,150000,1,150000,1997.6,복합,LNG,MHI,MHI,WH,동서발전㈜,21kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,울산#3 GT,150000,2,300000,1996.7,복합,LNG,-,WH,WH,동서발전㈜,21kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,울산#3 ST,150000,1,150000,1997.8,복합,LNG,MHI,MHI,WH,동서발전㈜,21kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,울산#4 GT,286600,2,573200,2013.7,복합,LNG,-,MHI,MHI,동서발전㈜,20kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,울산#4 ST,298700,1,298700,2014.7,복합,LNG,세대이노텍,MHI,MHI,동서발전㈜,21kV,사업용,정회원,시장,중앙,울산 남구 남화동
복합화력,율촌#1 GT,163800,2,327600,2004.7,복합,LNG,-,Siemens,WH,씨지앤율촌 전력㈜,16.5kV,사업용,준회원,시장,중앙,전남 순천시 해룡면
복합화력,율촌#1 ST,197900,1,197900,2005.7,복합,LNG,Siemens,Siemens,Siemens,씨지앤율촌 전력㈜,18kV,사업용,준회원,시장,중앙,전남 순천시 해룡면
복합화력,율촌#2 GT,285800,2,571600,2013.6,복합,LNG,-,MHI,MHI,씨지앤율촌 전력㈜,20kV,사업용,정회원,시장,중앙,전남 순천시 해룡면
복합화력,율촌#2 ST,292600,1,292600,2014.4,복합,LNG,MHPS,MHPS,MHPS,씨지앤율촌 전력㈜,20kV,사업용,정회원,시장,중앙,전남 순천시 해룡면
복합화력,인0천#1 ST,182081,1,182081,2005.6,복합,LNG,두산중공업,Siemens,Siemens,중부발전㈜,16kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,인천#1 GT,160729,2,321458,2005.6,복합,LNG,-,Siemens,Siemens,중부발전㈜,16kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,인천#2 GT,163979,2,327958,2009.6,복합,LNG,-,Siemens,Siemens,중부발전㈜,16kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,인천#2 ST,180950,1,180950,2009.6,복합,LNG,세대에너텍,Siemens,Siemens,중부발전㈜,16kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,인천#3 GT,150000,2,300000,2012.12,복합,LNG,-,Alstom(ABB),Alstom(ABB),중부발전㈜,18kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,인천#3 ST,150000,1,150000,2012.12,복합,LNG,두산중공업,두산중공업,두산중공업,중부발전㈜,18kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,일산#1 GT,100000,2,200000,1993.2,복합,LNG,-,WH,BRUSH,동서발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 고양시 백석동
복합화력,일산#1 GT,100000,2,200000,1993.2,복합,LNG,-,WH,BRUSH,동서발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 고양시 백석동
복합화력,일산#1 ST,200000,1,200000,1993.12,복합,LNG,MHI,WH,MHI,동서발전㈜,20kV,사업용,정회원,시장,중앙,경기 고양시 백석동
복합화력,일산#2 GT,100000,2,200000,1995.6,복합,LNG,-,WH,MHI,동서발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 고양시 백석동
복합화력,일산#2 ST,100000,1,100000,1996.3,복합,LNG,MHI,WH,MHI,동서발전㈜,13.8kV,사업용,정회원,시장,중앙,경기 고양시 백석동
복합화력,제주복합#1 GT,71893,1,71893,2018.6,복합,LNG,-,GE,GE,중부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 제주시 원당로
복합화력,제주복합#1 ST,42474,1,42474,2018.6,복합,LNG,GE,GE,GE,중부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 제주시 원당로
복합화력,제주복합#2 GT,58947,1,58947,2018.8,복합,LNG,-,GE,GE,중부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 제주시 원당로
복합화력,제주복합#2 ST,34776,1,34776,2018.8,복합,LNG,GE,GE,GE,중부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 제주시 원당로
복합화력,파주문산#1 GT,275500,2,551000,2017.2,복합,LNG,-,Siemens,Siemens,파주에너지서비스㈜,19kV,사업용,정회원,시장,중앙,경기 파주시 파주읍
복합화력,파주문산#1 ST,296600,1,296600,2017.2,복합,LNG,Siemens,Siemens,Siemens,파주에너지서비스㈜,19kV,사업용,정회원,시장,중앙,경기 파주시 파주읍
복합화력,파주문산#2 GT,275500,2,551000,2017.3,복합,LNG,-,Siemens,Siemens,파주에너지서비스㈜,19kV,사업용,정회원,시장,중앙,경기 파주시 파주읍
복합화력,파주문산#2 ST,296600,1,296600,2017.3,복합,LNG,Siemens,Siemens,Siemens,파주에너지서비스㈜,19kV,사업용,정회원,시장,중앙,경기 파주시 파주읍
복합화력,평택#2 GT,286300,2,572600,2013.7,복합,LNG,-,MHI,MHI,서부발전㈜,20kV,사업용,정회원,시장,중앙,경기 평택시 포승면
복합화력,평택#2 ST,295900,1,295900,2014.9,복합,LNG,세대에너텍,MHI,MELCO,서부발전㈜,20kV,사업용,정회원,시장,중앙,경기 평택시 포승면
복합화력,포스코#3 GT,100000,3,300000,1996.7,복합,LNG,-,WH,WH,포스코 에너지㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#3 ST,150000,1,150000,1999.11,복합,LNG,두산중공업,Hitachi,Hitachi,포스코 에너지㈜,17kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#4 GT,100000,3,300000,1997.7,복합,LNG,-,WH,WH,포스코 에너지㈜,13.8kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#4 ST,150000,1,150000,2001.09,복합,LNG,두산중공업,Hitachi,Hitachi,포스코 에너지㈜,17kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#5 GT,183200,2,366400,2011.2,복합,LNG,-,Siemens,Siemens,포스코 에너지㈜,16.5kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#5 ST,208200,1,208200,2011.2,복합,LNG,BHI(범우중공업),Siemens,Siemens,포스코 에너지㈜,16.5kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#6 GT,183200,2,366400,2011.6,복합,LNG,-,Siemens,Siemens,포스코 에너지㈜,16.5kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#6 ST,208200,1,208200,2011.6,복합,LNG,BHI(범우중공업),Siemens,Siemens,포스코 에너지㈜,16.5kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#7 GT,242700,1,242700,2014.7,복합,LNG,-,Siemens,Siemens,포스코 에너지㈜,23kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#7 ST,132900,1,132900,2014.7,복합,LNG,BHI(범우중공업),Siemens,Siemens,포스코 에너지㈜,23kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#8 GT,242700,1,242700,2014.10,복합,LNG,-,Siemens,Siemens,포스코 에너지㈜,23kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#8 ST,132900,1,132900,2014.10,복합,LNG,BHI(범우중공업),Siemens,Siemens,포스코 에너지㈜,23kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#9 GT,242700,1,242700,2015.1,복합,LNG,-,Siemens,Siemens,포스코 에너지㈜,23kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포스코#9 ST,132900,1,132900,2015.1,복합,LNG,BHI(범우중공업),Siemens,Siemens,포스코 에너지㈜,23kV,사업용,정회원,시장,중앙,인천 서구 원창동
복합화력,포천#1 GT,240500,2,481000,2014.6,복합,LNG,-,MHI,Melco,포천파워㈜,21kV,사업용,정회원,시장,중앙,경기 포천시 창수면
복합화력,포천#1 ST,244000,1,244000,2014.6,복합,LNG,두산중공업,MHI,두산중공업,포천파워㈜,21kV,사업용,정회원,시장,중앙,경기 포천시 창수면
복합화력,포천#2 GT,240500,2,481000,2014.8,복합,LNG,-,MHI,Melco,포천파워㈜,21kV,사업용,정회원,시장,중앙,경기 포천시 창수면
복합화력,포천#2 ST,244000,1,244000,2014.8,복합,LNG,두산중공업,MHI,두산중공업,포천파워㈜,21kV,사업용,정회원,시장,중앙,경기 포천시 창수면
복합화력,포천천연 GT,287700,2,575400,2017.3,복합,LNG,-,MHPS,MELCO,포천민자발전㈜,20kV,사업용,정회원,시장,중앙,경기 포천시 신북면
복합화력,포천천연 ST,298800,1,298800,2017.3,복합,LNG,BHI,MHPS,MELCO,포천민자발전㈜,20kV,사업용,정회원,시장,중앙,경기 포천시 신북면
복합화력,한림 GT,35000,1,35000,1995.6,복합,LNG,-,한중/GE,한중/GE,남부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 제주시 한림읍
복합화력,한림 GT,35000,1,35000,1996.6,복합,LNG,-,한중/GE,한중/GE,남부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 제주시 한림읍
복합화력,한림 ST,35000,1,35000,1997.7,복합,LNG,한중,한중/GE,한중/GE,남부발전㈜,13.8kV,사업용,정회원,시장,중앙,제주 제주시 한림읍
수력,KC하이드로,400,1,400,2013.5,소수력,소수력,-,Ellaf,Ellaf,KC하이드로㈜,"""""",사업용,정회원,시장,비중앙,제주 제주시 한경면
수력,가북,650,1,650,2014.4,소수력,소수력,-,대양수력,일진전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,경남 거창군 가북면
수력,강릉,41000,1,41000,1990.12,수력,수력,-,Fuji,한중,한수원,-,사업용,정회원,시장,중앙,강원 강릉시 성산면(남한강지류 송천 도암호)
수력,강릉,41000,1,41000,1991.1,수력,수력,-,Fuji,한중,한수원,-,사업용,정회원,시장,중앙,강원 강릉시 성산면(남한강지류 송천 도암호)
수력,강림*,450,1,450,1978.5,소수력,소수력,-,효성중공업,효성중공업,한수원,"""""",사업용,정회원,시장,비중앙,강원 평창군 도암면(남한강지류 주천강)
수력,강정고령보,3000,1,3000,2011.12,소수력,소수력,-,Mavel,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,대구 달성군 다사읍
수력,강천보,4950,1,4950,2011.12,소수력,소수력,-,Gugler,효성중공업,수자원공사,"""""",사업용,정회원,시장,비중앙,경기 여주군 여주읍
수력,개취보,420,1,420,2013.8,소수력,소수력,-,대양수력,대양수력,산청군,"""""",사업용,정회원,시장,비중앙,경남 산청군 금서면
수력,경천#1,800,1,800,1995.6,소수력,소수력,-,대양전기,대양전기,농어촌공사,"""""",사업용,정회원,시장,비중앙,경북 문경시 동로면
수력,경천#2,2100,1,2100,2010.10,소수력,소수력,-,-,-,경천,"""""",사업용,정회원,시장,비중앙,경북 문경시 동로면
수력,경천지구,440,1,440,2008.12,소수력,소수력,-,-,-,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 완주군 경천면
수력,고문,1500,1,1500,2007.8,소수력,소수력,-,대양전기,대양전기,신에너지㈜,"""""",사업용,정회원,시장,비중앙,경기 연천군 연천읍
수력,고산,560,1,560,2009.12,소수력,소수력,-,대양전기,대양전기,수자원공사,"""""",사업용,정회원,시장,비중앙,대구 수성구 노변동
수력,고성소수력,5000,1,5000,2021.5,소수력,소수력,-,대양소수력,효성,고성그린파워(주),"""""",사업용,정회원,시장,비중앙,경남 고성군 하이면
수력,고수,99,1,99,2014.6,소수력,소수력,-,금성E&C,한성중공업,농어촌공사,"""""",사업용,정회원,시장,비중앙,전북 고창군 고창읍
